Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Department,Job_Level,Home_Office_Quality,Internet_Speed_Category,Manager_Support_Level,Team_Collaboration_Frequency,Work_Hours_Per_Week,Meetings_Per_Week,Commute_Time_Minutes,Stress_Level,Work_Life_Balance,Job_Satisfaction,Productivity_Score
EMP1094,35,0,1,Product,Junior,Excellent,Very Fast (100+ Mbps),Very High,Weekly,39,9,28,3,7,100,87.4
EMP1095,41,3,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,49,5,41,7,8,100,98
EMP1096,34,1,5,Engineering,Junior,Average,Fast (50-100 Mbps),Moderate,Daily,38,9,0,5,7,100,84
EMP1097,35,4,2,Operations,Senior,Average,Fast (50-100 Mbps),Low,Daily,50,8,0,9,8,68.5,66.7
EMP1098,22,1,3,Customer Success,Junior,Good,Fast (50-100 Mbps),High,Few times per week,50,11,16,7,10,97.1,62.4
EMP1099,43,12,2,HR,Lead,Average,Very Fast (100+ Mbps),High,Few times per week,44,7,34,5,6,100,67.7
EMP1100,38,0,0,Engineering,Junior,Good,Fast (50-100 Mbps),High,Daily,40,11,47,7,7,100,96.1
EMP1101,43,13,4,Design,Lead,Average,Moderate (25-50 Mbps),High,Few times per week,36,8,37,8,3,100,98
EMP1102,22,1,4,Finance,Junior,Good,Very Fast (100+ Mbps),Very High,Weekly,30,6,40,5,10,100,84.7
EMP1103,53,5,2,Design,Senior,Good,Fast (50-100 Mbps),Moderate,Daily,45,8,39,6,7,95.8,66.9
EMP1104,33,5,5,Sales,Senior,Average,Very Fast (100+ Mbps),High,Weekly,35,13,0,4,3,100,88.4
EMP1105,44,5,0,Finance,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Monthly,36,8,32,5,6,99.5,93.5
EMP1106,25,1,4,Customer Success,Junior,Average,Fast (50-100 Mbps),Very High,Daily,45,7,42,6,3,100,90.5
EMP1107,40,3,3,Sales,Junior,Average,Very Fast (100+ Mbps),Very High,Daily,39,5,27,6,6,100,98
EMP1108,25,1,3,Data Science,Junior,Poor,Fast (50-100 Mbps),Moderate,Few times per week,43,7,43,7,5,59.1,35
EMP1109,29,6,3,Engineering,Senior,Good,Fast (50-100 Mbps),Low,Daily,44,7,32,9,6,88.1,82.9
EMP1110,52,12,2,Sales,Manager,Average,Very Fast (100+ Mbps),High,Weekly,51,10,35,8,3,100,93.4
EMP1111,33,4,4,Design,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Daily,43,3,38,8,8,100,98
EMP1112,36,1,4,Data Science,Junior,Average,Moderate (25-50 Mbps),Very High,Daily,38,5,29,6,8,100,98
EMP1113,42,1,2,Sales,Junior,Excellent,Very Fast (100+ Mbps),Low,Daily,41,7,40,3,4,55.4,81.3
EMP1114,39,2,4,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Daily,38,6,12,6,8,100,98
EMP1115,36,11,2,HR,Lead,Good,Moderate (25-50 Mbps),Low,Daily,53,9,31,5,4,100,98
EMP1116,38,8,4,Design,Senior,Good,Moderate (25-50 Mbps),Very High,Daily,44,9,17,2,3,100,98
EMP1117,56,10,1,Operations,Lead,Average,Fast (50-100 Mbps),Low,Daily,45,9,40,4,4,85.2,84
EMP1118,34,5,1,Operations,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,50,7,38,7,2,100,86.4
EMP1119,36,10,2,HR,Mid-Level,Average,Very Fast (100+ Mbps),Low,Daily,36,8,31,6,6,100,98
EMP1120,44,10,3,Engineering,Senior,Good,Very Fast (100+ Mbps),Very High,Weekly,33,11,23,9,10,100,98
EMP1121,44,4,4,Data Science,Senior,Excellent,Fast (50-100 Mbps),Moderate,Daily,41,7,31,9,9,100,98
EMP1122,45,11,3,Sales,Manager,Excellent,Very Fast (100+ Mbps),Moderate,Daily,33,12,0,6,6,100,97.9
EMP1123,40,9,0,Operations,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Daily,39,6,5,4,8,100,87.4
EMP1124,24,0,2,Marketing,Junior,Good,Fast (50-100 Mbps),High,Weekly,28,2,31,5,8,100,98
EMP1125,49,13,4,Marketing,Senior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,33,6,43,4,4,100,80.7
EMP1126,24,0,4,Finance,Junior,Average,Very Fast (100+ Mbps),Very Low,Daily,49,10,46,6,5,86.1,70.4
EMP1127,37,7,1,Data Science,Lead,Good,Fast (50-100 Mbps),Moderate,Daily,44,11,5,8,7,100,86.4
EMP1128,28,0,0,Finance,Junior,Poor,Very Fast (100+ Mbps),Moderate,Monthly,52,8,97,8,5,37.6,38.3
EMP1129,34,0,4,Customer Success,Junior,Poor,Fast (50-100 Mbps),Moderate,Weekly,41,3,11,4,9,100,72.1
EMP1130,37,0,1,Engineering,Junior,Excellent,Moderate (25-50 Mbps),Moderate,Daily,41,4,15,6,5,85.9,79.1
EMP1131,37,8,1,Customer Success,Lead,Average,Slow (<25 Mbps),High,Few times per week,43,9,0,7,8,100,65.2
EMP1132,38,8,0,Sales,Lead,Average,Fast (50-100 Mbps),High,Few times per week,63,3,21,5,8,100,98
EMP1133,49,10,3,Engineering,Senior,Good,Moderate (25-50 Mbps),Moderate,Daily,48,5,19,8,6,100,75.8
EMP1134,39,1,3,Engineering,Junior,Good,Fast (50-100 Mbps),Very High,Weekly,36,8,48,5,5,100,86.1
EMP1135,32,4,4,Finance,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Weekly,44,7,37,6,2,65,46.3
EMP1136,43,10,2,Data Science,Lead,Poor,Fast (50-100 Mbps),Moderate,Few times per week,42,10,57,6,8,82.9,69
EMP1137,45,8,4,Finance,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Weekly,46,12,53,5,6,82,73.2
EMP1138,23,0,1,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Few times per week,53,5,79,9,6,73.9,49.7
EMP1139,40,3,4,Engineering,Junior,Good,Fast (50-100 Mbps),High,Daily,45,8,54,7,2,100,81.3
EMP1140,41,5,3,Marketing,Junior,Excellent,Slow (<25 Mbps),Very High,Daily,39,7,30,8,4,100,98
EMP1141,32,7,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),High,Few times per week,53,12,18,7,6,100,98
EMP1142,47,4,2,Sales,Senior,Average,Fast (50-100 Mbps),Low,Daily,34,5,55,6,7,100,84.8
EMP1143,33,8,0,Finance,Senior,Good,Fast (50-100 Mbps),Very Low,Few times per week,40,14,20,2,5,88.3,91.4
EMP1144,36,1,3,Data Science,Junior,Excellent,Fast (50-100 Mbps),High,Daily,47,9,34,7,4,100,58.2
EMP1145,33,5,4,Sales,Senior,Average,Very Fast (100+ Mbps),Very High,Daily,37,8,21,6,5,100,87.1
EMP1146,35,0,1,Engineering,Junior,Good,Moderate (25-50 Mbps),High,Bi-weekly,41,13,23,3,5,100,95.8
EMP1147,25,0,5,Customer Success,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Monthly,37,10,0,3,6,99.1,67
EMP1148,22,0,5,HR,Junior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,41,11,0,6,6,100,72
EMP1149,49,17,3,Customer Success,Lead,Poor,Fast (50-100 Mbps),Moderate,Few times per week,37,7,0,8,3,99.9,81
EMP1150,27,2,5,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Weekly,42,5,0,6,7,70.9,64
EMP1151,26,0,1,Sales,Junior,Good,Fast (50-100 Mbps),Moderate,Weekly,40,8,44,8,4,84.5,56.9
EMP1152,22,1,0,Data Science,Junior,Good,Fast (50-100 Mbps),High,Daily,49,12,16,8,8,100,52.3
EMP1153,29,3,0,Engineering,Mid-Level,Excellent,Fast (50-100 Mbps),High,Few times per week,44,7,47,6,8,100,71.5
EMP1154,23,0,3,Finance,Junior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,46,9,22,5,3,100,43.8
EMP1155,49,16,0,Engineering,Manager,Good,Very Fast (100+ Mbps),Moderate,Few times per week,42,9,34,8,6,93.7,55.2
EMP1156,44,4,5,Marketing,Mid-Level,Poor,Very Fast (100+ Mbps),Very High,Daily,39,6,0,7,6,100,89.4
EMP1157,28,1,1,Customer Success,Junior,Poor,Fast (50-100 Mbps),High,Weekly,44,3,32,6,10,100,76.5
EMP1158,55,5,2,Marketing,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,43,8,6,6,5,91.1,98
EMP1159,43,1,4,Customer Success,Junior,Poor,Very Fast (100+ Mbps),Very High,Daily,27,10,14,4,7,100,77.2
EMP1160,32,1,2,Sales,Junior,Poor,Slow (<25 Mbps),Moderate,Daily,42,10,17,1,6,100,62.9
EMP1161,22,0,2,Data Science,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,46,9,17,7,8,100,77.1
EMP1162,55,22,4,Marketing,Manager,Good,Moderate (25-50 Mbps),Very High,Weekly,37,7,11,8,5,100,95.8
EMP1163,22,0,2,Engineering,Junior,Average,Moderate (25-50 Mbps),Moderate,Few times per week,47,10,15,4,7,63.7,35
EMP1164,22,1,2,Sales,Junior,Good,Moderate (25-50 Mbps),Very High,Weekly,44,6,19,9,4,100,98
EMP1165,44,9,2,HR,Lead,Good,Moderate (25-50 Mbps),High,Few times per week,39,8,20,3,1,100,98
EMP1166,56,16,3,Customer Success,Manager,Excellent,Fast (50-100 Mbps),High,Few times per week,45,11,33,6,1,100,95.7
EMP1167,47,0,5,Marketing,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Few times per week,39,11,0,3,6,79.2,71
EMP1168,40,11,4,Operations,Manager,Poor,Fast (50-100 Mbps),Moderate,Few times per week,43,12,27,8,8,100,98
EMP1169,40,8,2,Customer Success,Senior,Excellent,Very Fast (100+ Mbps),Very High,Few times per week,40,9,15,3,7,100,98
EMP1170,42,9,2,Customer Success,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Few times per week,45,6,26,4,2,100,95
EMP1171,41,0,3,Finance,Junior,Good,Very Fast (100+ Mbps),Very High,Monthly,50,7,0,8,7,100,86.1
EMP1172,37,13,5,Customer Success,Senior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,39,10,0,7,4,79.9,75.7
EMP1173,35,3,1,Operations,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Daily,47,11,38,5,10,73.6,60.3
EMP1174,34,0,2,Engineering,Junior,Excellent,Slow (<25 Mbps),Moderate,Daily,40,8,29,8,6,100,98
EMP1175,28,4,4,Engineering,Mid-Level,Good,Moderate (25-50 Mbps),High,Weekly,40,5,11,6,6,100,86.6
EMP1176,32,2,5,Data Science,Junior,Average,Very Fast (100+ Mbps),Very High,Daily,39,8,0,4,6,100,79
EMP1177,22,0,1,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Daily,31,11,76,7,6,100,86.1
EMP1178,34,5,2,Sales,Mid-Level,Average,Fast (50-100 Mbps),Very High,Daily,45,8,29,5,10,100,95.7
EMP1179,26,0,2,Design,Junior,Average,Very Fast (100+ Mbps),Low,Few times per week,43,8,43,8,5,93.1,61.4
EMP1180,25,2,0,Engineering,Junior,Good,Moderate (25-50 Mbps),Very High,Few times per week,42,10,28,7,7,100,98
EMP1181,36,1,4,Customer Success,Junior,Average,Fast (50-100 Mbps),High,Few times per week,51,8,7,5,8,100,75.1
EMP1182,47,19,4,Customer Success,Manager,Good,Fast (50-100 Mbps),High,Monthly,51,5,27,3,4,100,79.9
EMP1183,43,12,4,Data Science,Lead,Good,Very Fast (100+ Mbps),Moderate,Few times per week,49,6,17,8,8,99,86.3
EMP1184,22,0,0,Sales,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,40,13,48,5,7,81.6,72.7
EMP1185,26,1,0,Sales,Junior,Good,Very Fast (100+ Mbps),High,Few times per week,40,8,28,5,5,100,84.2
EMP1186,43,5,2,Product,Mid-Level,Average,Fast (50-100 Mbps),Very High,Daily,35,6,29,1,7,100,98
EMP1187,26,1,2,Engineering,Mid-Level,Good,Slow (<25 Mbps),Moderate,Bi-weekly,42,7,55,7,7,79.3,66.2
EMP1188,32,3,4,Marketing,Junior,Average,Very Fast (100+ Mbps),Very High,Daily,42,5,27,5,8,100,74.4
EMP1189,39,9,1,Finance,Senior,Average,Very Fast (100+ Mbps),Moderate,Monthly,45,13,38,5,4,100,50.9
EMP1190,26,2,0,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Few times per week,35,7,39,8,10,100,93.2
EMP1191,35,1,3,Design,Junior,Good,Very Fast (100+ Mbps),High,Weekly,39,9,38,3,8,100,79.8
EMP1192,22,1,3,Finance,Junior,Poor,Moderate (25-50 Mbps),High,Few times per week,31,10,62,2,7,100,84.2
EMP1193,29,5,3,Engineering,Senior,Poor,Very Fast (100+ Mbps),Very High,Bi-weekly,37,4,18,6,8,100,59.2
EMP1194,37,6,4,Engineering,Senior,Good,Slow (<25 Mbps),Moderate,Few times per week,47,3,23,7,8,100,98
EMP1195,22,1,1,Engineering,Junior,Average,Moderate (25-50 Mbps),Moderate,Few times per week,35,11,21,6,6,89.1,70.4
EMP1196,38,2,4,Engineering,Junior,Good,Moderate (25-50 Mbps),High,Weekly,52,10,20,5,6,100,98
EMP1197,34,8,2,HR,Lead,Excellent,Very Fast (100+ Mbps),High,Weekly,48,10,42,5,10,100,98
EMP1198,39,8,2,Engineering,Lead,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,45,14,44,3,9,87.1,73.5
EMP1199,37,9,5,Sales,Lead,Good,Moderate (25-50 Mbps),High,Daily,50,6,0,5,10,100,98
EMP1200,47,6,2,Product,Senior,Excellent,Moderate (25-50 Mbps),Very High,Daily,41,9,57,7,2,100,98
EMP1201,36,6,4,Operations,Lead,Average,Fast (50-100 Mbps),Moderate,Daily,37,5,19,6,8,93.8,73.8
EMP1202,31,4,2,Engineering,Senior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,41,5,42,8,9,81.9,58.3
EMP1203,36,3,3,Design,Senior,Poor,Very Fast (100+ Mbps),High,Weekly,31,7,11,4,6,100,74.3
EMP1204,39,2,4,Engineering,Junior,Good,Slow (<25 Mbps),Very High,Daily,49,7,13,5,9,100,82.5
EMP1205,35,0,5,Product,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,39,9,0,7,3,93.2,66.1
EMP1206,35,4,4,Finance,Senior,Excellent,Very Fast (100+ Mbps),High,Weekly,37,11,38,5,3,100,98
EMP1207,28,3,3,HR,Junior,Average,Very Fast (100+ Mbps),Moderate,Weekly,38,2,20,4,5,85.2,61.5
EMP1208,29,0,2,HR,Junior,Poor,Fast (50-100 Mbps),Moderate,Few times per week,42,10,21,3,2,100,98
EMP1209,22,1,4,Marketing,Junior,Average,Very Fast (100+ Mbps),High,Daily,42,9,1,8,7,100,90.5
EMP1210,50,12,4,Customer Success,Manager,Average,Fast (50-100 Mbps),Moderate,Monthly,41,6,39,4,9,100,85.9
EMP1211,23,0,0,Customer Success,Junior,Excellent,Very Fast (100+ Mbps),High,Daily,41,7,0,9,5,100,77.8
EMP1212,28,1,3,Sales,Junior,Good,Very Fast (100+ Mbps),Moderate,Weekly,45,11,1,5,7,99.4,87.1
EMP1213,28,2,4,Sales,Junior,Good,Fast (50-100 Mbps),Moderate,Daily,35,12,33,10,6,50,59.1
EMP1214,43,3,3,Product,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,43,19,21,2,5,78.6,63.9
EMP1215,32,1,2,Marketing,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,40,4,42,6,9,100,92.1
EMP1216,46,6,5,Product,Senior,Good,Fast (50-100 Mbps),High,Weekly,30,11,0,7,10,100,98
EMP1217,28,1,1,Operations,Mid-Level,Excellent,Very Fast (100+ Mbps),Very High,Few times per week,35,12,29,6,4,100,76.9
EMP1218,37,6,2,Operations,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Few times per week,37,7,52,6,8,100,95.8
EMP1219,27,0,4,Engineering,Junior,Average,Moderate (25-50 Mbps),Low,Few times per week,52,10,43,6,4,100,71.4
EMP1220,54,10,2,Engineering,Senior,Good,Moderate (25-50 Mbps),Low,Daily,44,7,61,3,6,86.3,79.3
EMP1221,24,0,4,Marketing,Junior,Average,Very Fast (100+ Mbps),Very High,Weekly,43,5,21,6,6,100,87.5
EMP1222,37,4,1,Operations,Mid-Level,Good,Very Fast (100+ Mbps),High,Weekly,39,10,12,6,5,100,86.2
EMP1223,40,15,2,Operations,Senior,Excellent,Very Fast (100+ Mbps),Very High,Bi-weekly,38,8,34,5,7,100,98
EMP1224,38,1,1,Finance,Junior,Good,Moderate (25-50 Mbps),Low,Few times per week,34,8,18,6,8,78.3,57.7
EMP1225,33,7,5,Finance,Senior,Poor,Fast (50-100 Mbps),High,Weekly,40,17,0,5,8,100,76.8
EMP1226,33,3,3,Customer Success,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,50,8,16,7,8,75.5,98
EMP1227,35,5,2,Sales,Senior,Excellent,Moderate (25-50 Mbps),Very High,Daily,34,8,72,2,3,100,98
EMP1228,33,1,0,Operations,Junior,Good,Fast (50-100 Mbps),High,Few times per week,38,5,51,1,3,98.8,62.6
EMP1229,43,8,1,Engineering,Senior,Good,Very Fast (100+ Mbps),High,Bi-weekly,47,9,29,6,6,100,88.2
EMP1230,54,8,3,Marketing,Senior,Good,Very Fast (100+ Mbps),High,Daily,47,9,23,10,7,100,98
EMP1231,29,2,0,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Daily,37,9,25,5,8,100,79.6
EMP1232,22,0,3,Sales,Junior,Poor,Slow (<25 Mbps),High,Few times per week,48,6,27,1,6,100,47.2
EMP1233,34,6,3,Sales,Senior,Average,Fast (50-100 Mbps),Very High,Daily,39,10,18,5,2,100,98
EMP1234,58,4,4,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Bi-weekly,35,10,41,6,2,100,98
EMP1235,27,3,4,Marketing,Mid-Level,Average,Fast (50-100 Mbps),Low,Daily,50,6,24,8,8,83.5,49.2
EMP1236,49,10,3,Data Science,Lead,Average,Fast (50-100 Mbps),Moderate,Weekly,42,11,11,3,4,100,73.7
EMP1237,50,6,2,Sales,Lead,Average,Very Fast (100+ Mbps),Moderate,Few times per week,40,8,63,9,9,78.1,82.5
EMP1238,30,3,4,HR,Junior,Good,Very Fast (100+ Mbps),High,Daily,43,5,32,9,6,100,98
EMP1239,40,8,4,Marketing,Senior,Good,Fast (50-100 Mbps),Moderate,Weekly,36,7,30,6,7,100,98
EMP1240,49,15,1,Sales,Senior,Average,Very Fast (100+ Mbps),High,Few times per week,38,6,0,4,4,100,94
EMP1241,31,4,5,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Daily,50,8,0,6,6,100,93.6
EMP1242,33,5,0,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,53,10,34,8,9,100,98
EMP1243,29,0,0,HR,Mid-Level,Excellent,Very Fast (100+ Mbps),Very High,Few times per week,35,8,20,5,10,100,98
EMP1244,25,1,1,Engineering,Mid-Level,Average,Fast (50-100 Mbps),Very High,Daily,39,7,0,8,8,100,83
EMP1245,29,2,5,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Very High,Few times per week,42,6,0,3,8,100,87.6
EMP1246,23,0,3,Sales,Junior,Excellent,Fast (50-100 Mbps),High,Few times per week,43,4,23,5,9,100,98
EMP1247,35,3,4,Operations,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,36,7,22,10,5,100,62.6
EMP1248,28,3,2,Finance,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Daily,45,7,60,6,8,100,93.6
EMP1249,37,7,3,Sales,Senior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,46,8,16,6,7,66.2,82.8
EMP1250,22,0,2,Marketing,Junior,Good,Fast (50-100 Mbps),Low,Daily,47,5,18,4,5,70.9,77.9
EMP1251,37,4,4,Marketing,Senior,Excellent,Fast (50-100 Mbps),Very High,Few times per week,46,9,14,8,3,100,63.3
EMP1252,42,13,0,Engineering,Manager,Excellent,Fast (50-100 Mbps),High,Few times per week,42,4,39,5,5,100,86.3
EMP1253,22,0,2,Sales,Junior,Excellent,Fast (50-100 Mbps),Low,Daily,47,3,58,7,7,59.7,60.3
EMP1254,38,6,1,Operations,Lead,Good,Very Fast (100+ Mbps),High,Daily,45,7,34,8,7,100,98
EMP1255,46,14,5,Operations,Manager,Excellent,Slow (<25 Mbps),Moderate,Daily,33,3,0,4,3,88.8,75
EMP1256,24,1,3,HR,Junior,Good,Moderate (25-50 Mbps),High,Few times per week,33,7,16,6,7,100,98
EMP1257,50,24,3,Finance,Lead,Good,Fast (50-100 Mbps),High,Few times per week,43,11,22,5,6,100,98
EMP1258,38,13,3,Engineering,Manager,Excellent,Moderate (25-50 Mbps),Very High,Few times per week,49,5,34,4,1,100,98
EMP1259,28,2,5,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Monthly,44,10,0,3,9,69,48.4
EMP1260,34,10,5,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Few times per week,45,5,0,2,5,100,83.4
EMP1261,40,5,4,HR,Mid-Level,Good,Fast (50-100 Mbps),High,Weekly,35,11,42,7,7,100,84.8
EMP1262,35,0,2,Engineering,Junior,Average,Moderate (25-50 Mbps),Moderate,Daily,42,8,58,7,7,83.6,69.4
EMP1263,39,3,1,Design,Senior,Good,Very Fast (100+ Mbps),Moderate,Daily,48,7,32,6,6,70,95.7
EMP1264,26,0,5,Marketing,Mid-Level,Average,Fast (50-100 Mbps),Low,Daily,44,4,0,6,5,95.2,67
EMP1265,36,9,3,Sales,Senior,Good,Moderate (25-50 Mbps),Very High,Few times per week,42,6,31,4,6,100,98
EMP1266,22,1,2,Finance,Junior,Good,Moderate (25-50 Mbps),Moderate,Daily,45,3,51,7,5,93.9,98
EMP1267,33,2,3,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,43,8,23,6,6,100,96
EMP1268,26,3,5,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Weekly,49,7,0,8,3,100,76.3
EMP1269,28,3,3,Marketing,Senior,Good,Very Fast (100+ Mbps),Moderate,Daily,43,5,35,7,4,82.4,67.9
EMP1270,46,7,3,Engineering,Senior,Average,Fast (50-100 Mbps),High,Few times per week,41,5,36,1,4,100,95.5
EMP1271,44,18,4,Customer Success,Manager,Good,Moderate (25-50 Mbps),Moderate,Daily,35,10,32,8,7,74.1,77.9
EMP1272,40,1,3,Customer Success,Junior,Average,Fast (50-100 Mbps),Low,Few times per week,49,8,37,2,7,100,80.3
EMP1273,25,0,2,Engineering,Junior,Average,Moderate (25-50 Mbps),High,Weekly,36,15,76,8,9,100,86.1
EMP1274,32,3,5,Sales,Senior,Poor,Fast (50-100 Mbps),Moderate,Weekly,43,3,0,10,5,93.1,73.9
EMP1275,45,7,5,Engineering,Lead,Average,Fast (50-100 Mbps),Moderate,Daily,46,7,0,6,6,100,81
EMP1276,36,2,4,Customer Success,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,52,8,12,4,7,81,60
EMP1277,55,9,4,Sales,Mid-Level,Good,Very Fast (100+ Mbps),Low,Few times per week,43,12,44,1,10,100,84.1
EMP1278,38,0,2,Marketing,Junior,Good,Very Fast (100+ Mbps),High,Daily,50,6,38,4,6,100,98
EMP1279,36,6,5,Sales,Senior,Excellent,Very Fast (100+ Mbps),Moderate,Monthly,42,8,0,6,5,82.6,66.9
EMP1280,32,2,2,Sales,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Daily,38,10,33,8,6,100,98
EMP1281,36,2,4,HR,Junior,Good,Very Fast (100+ Mbps),Moderate,Bi-weekly,58,6,16,8,5,100,98
EMP1282,33,0,5,HR,Mid-Level,Average,Very Fast (100+ Mbps),High,Bi-weekly,34,7,0,7,3,100,78.2
EMP1283,41,11,4,Marketing,Manager,Excellent,Fast (50-100 Mbps),Low,Few times per week,59,12,29,3,6,100,98
EMP1284,43,2,4,Finance,Junior,Good,Very Fast (100+ Mbps),Low,Daily,51,10,17,10,7,64.7,83.3
EMP1285,27,1,4,Marketing,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Weekly,38,13,22,7,4,86.7,56.5
EMP1286,23,0,1,Engineering,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Daily,45,9,5,5,8,100,84.3
EMP1287,22,0,4,Engineering,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,33,7,26,8,8,73.3,85.8
EMP1288,39,12,1,Sales,Lead,Good,Fast (50-100 Mbps),High,Daily,45,4,16,6,7,100,83.7
EMP1289,25,0,3,HR,Mid-Level,Poor,Fast (50-100 Mbps),Very High,Few times per week,43,6,22,6,8,100,67
EMP1290,22,0,1,Product,Junior,Good,Moderate (25-50 Mbps),High,Daily,47,12,35,9,5,100,58.8
EMP1291,38,2,3,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Daily,39,8,11,8,5,100,94
EMP1292,57,9,4,Sales,Senior,Average,Very Fast (100+ Mbps),High,Weekly,42,5,10,4,8,100,98
EMP1293,34,6,5,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Monthly,44,10,0,4,8,100,98
EMP1294,42,1,2,Customer Success,Mid-Level,Poor,Fast (50-100 Mbps),Very High,Daily,39,9,26,4,8,100,63
EMP1295,35,5,3,Customer Success,Mid-Level,Average,Very Fast (100+ Mbps),High,Few times per week,50,11,14,6,5,100,91.1
EMP1296,34,7,3,Engineering,Senior,Excellent,Fast (50-100 Mbps),High,Few times per week,42,13,26,5,6,100,98
EMP1297,43,7,5,Finance,Senior,Good,Very Fast (100+ Mbps),High,Daily,44,7,0,6,6,100,98
EMP1298,32,5,3,HR,Senior,Good,Fast (50-100 Mbps),High,Few times per week,37,6,22,2,4,100,87
EMP1299,37,4,4,Engineering,Senior,Average,Fast (50-100 Mbps),Moderate,Weekly,32,11,38,4,8,100,96.6
EMP1300,37,10,5,Marketing,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Daily,33,11,0,7,4,100,98
EMP1301,28,1,2,Operations,Mid-Level,Average,Fast (50-100 Mbps),Low,Weekly,45,8,36,7,5,100,65.1
EMP1302,43,13,5,Engineering,Lead,Good,Moderate (25-50 Mbps),Moderate,Weekly,37,4,0,5,2,100,88.9
EMP1303,33,5,5,Sales,Mid-Level,Average,Fast (50-100 Mbps),Very High,Daily,46,10,0,5,7,100,98
EMP1304,28,3,5,Engineering,Senior,Average,Very Fast (100+ Mbps),High,Few times per week,51,11,0,8,9,100,98
EMP1305,39,0,2,Marketing,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Few times per week,46,8,41,4,6,81.8,46.8
EMP1306,26,0,3,Customer Success,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Weekly,44,5,23,5,9,100,58.7
EMP1307,35,4,5,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Low,Few times per week,45,1,0,7,8,100,72
EMP1308,34,1,2,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Daily,48,9,3,6,8,100,86.4
EMP1309,44,11,4,Engineering,Lead,Average,Moderate (25-50 Mbps),Moderate,Weekly,43,8,23,2,4,100,98
EMP1310,39,9,1,Operations,Senior,Excellent,Very Fast (100+ Mbps),Very Low,Few times per week,45,9,0,1,6,85.9,81.2
EMP1311,34,4,0,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Weekly,38,7,25,1,7,100,98
EMP1312,42,5,3,Operations,Mid-Level,Average,Moderate (25-50 Mbps),Low,Daily,36,8,33,7,6,100,75.6
EMP1313,47,3,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Low,Weekly,38,2,7,6,7,98.3,64
